layer,mean,min,max
pre_VV,-9.416746694329294,-24.29098705768429,11.04199318576159
post_VV,-9.422689815666818,-24.896224744645927,9.43806019805755
delta_VV,-0.00594312133777587,-6.509227731172815,10.512277307263364
